Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:05,1.053,91.4,85.3,14.91,0.808
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:10,1.107,78.97,250.9,15.3,0.778
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:15,0.787,58.5,171.9,15.56,0.805
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:20,1.061,57.67,201.9,15.54,0.816
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:25,1.214,72.51,216.4,15.35,0.85
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:30,1.113,64.52,253.1,15.66,0.994
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:35,1.399,76.43,285.1,15.52,0.971
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:40,1.473,77.06,312,15.06,0.911
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:45,1.365,79.52,273.4,15.36,0.902
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:50,1.3,66.33,303.4,15.32,0.97
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 10:55,1.45,67.4,280.9,15.49,0.956
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:00,1.192,67.82,309.9,15.25,1.096
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:05,1.215,86.4,320,15.48,1.044
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:10,1.229,63.06,308.4,15.6,0.883
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:15,1.265,69.53,291.3,15.57,0.893
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:20,1.582,69.14,298.2,15.46,0.841
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:25,1.023,71.26,217.2,15.88,0.836
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:30,1.953,42.17,300.7,15.49,0.814
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:35,1.213,74,236.3,15.56,0.909
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:40,1.115,85.6,294.3,16.13,0.887
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:45,1.263,88,217.8,16.13,0.824
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:50,1.344,90.2,256.4,16.15,0.848
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 11:55,1.375,81.2,295.2,16.09,0.921
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:00,1.469,81.7,223.8,16.3,0.977
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:05,1.114,86.5,221.9,16.42,1.099
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:10,1.475,72.36,188.2,16.52,1.069
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:15,1.426,76.58,243,16.53,1.02
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:20,1.548,88.6,205.2,16.5,1.126
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:25,1.703,67.81,210.2,16.37,1.322
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:30,1.303,88.6,221.4,16.38,1.539
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:35,1.361,64.03,224.1,16.4,1.571
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:40,0.933,72.01,158.6,16.42,1.585
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:45,1.225,69.03,263.7,17.01,1.606
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:50,1.525,97.3,331.5,16.96,1.589
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 12:55,1.485,95.1,265.1,16.65,1.541
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:00,2.313,84.7,269.6,16.05,1.29
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:05,2.233,88.9,264.3,15.48,1.459
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:10,1.793,99.3,69.28,15.65,1.545
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:15,2.358,86.4,258.1,15.57,1.475
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:20,2.317,81.7,282.1,15.44,1.588
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:25,1.97,83.6,244.6,15.58,1.736
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:30,1.761,79.15,317.5,15.8,1.688
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:35,1.887,93.4,333.5,16.02,1.645
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:40,1.504,87.5,316.5,15.9,1.658
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:45,2.36,77.32,240.5,15.75,1.689
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:50,1.888,86.3,235.3,15.55,1.737
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 13:55,1.953,93.3,292.8,15.99,1.641
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:00,2.069,98.6,319.5,16.1,1.639
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:05,2.542,78.75,304.1,15.73,1.664
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:10,2.52,76.49,252.2,15.41,1.662
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:15,2.202,90,314.1,15.58,1.712
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:20,1.715,89.1,343.4,15.99,1.726
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:25,1.815,90.8,288,15.96,1.754
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:30,1.547,87.6,169.3,15.93,1.721
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:35,1.841,87.9,247,15.98,1.783
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:40,1.889,81.5,190,15.85,1.683
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:45,1.867,94.4,139.3,15.63,1.816
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:50,1.996,94.8,296.4,15.3,1.776
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 14:55,1.372,90,94.7,15.37,1.84
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:00,1.569,88.5,84.5,15.59,1.813
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:05,2.195,91.3,247.3,15.55,1.875
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:10,1.874,79.18,243.8,15.41,1.817
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:15,1.716,94.2,32.38,15.57,1.637
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:20,1.683,86.7,143.8,15.76,1.535
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:25,1.442,90.5,333.7,15.79,1.485
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:30,2.04,85.3,197.3,15.65,1.522
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:35,1.902,98.2,187.2,15.37,1.631
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:40,1.895,78.28,205.6,15.4,1.57
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:45,1.997,93.6,152,15.15,1.513
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:50,2.075,96.3,279.1,14.92,1.531
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 15:55,2.092,89.8,191.6,14.68,1.58
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:00,2.444,93.4,262.9,14.44,1.617
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:05,2.574,78.72,279.3,14.65,1.555
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:10,2.563,90.9,203.9,14.51,1.575
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:15,2.469,86.6,260.5,14.35,1.658
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:20,2.75,85.8,266.2,14.29,1.516
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:25,2.869,82,268.4,14.1,1.419
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:30,2.797,91.3,254.1,14.16,1.397
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:35,2.662,80.3,255.5,14,1.425
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:40,2.63,92.4,296.3,14.03,1.316
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:45,2.535,85.8,315.6,13.84,1.433
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:50,2.868,81.6,266.3,13.97,1.388
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 16:55,2.756,88.6,262.6,13.75,1.378
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:00,2.693,90.6,315.9,13.62,1.403
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:05,1.968,83.9,267.9,13.75,1.465
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:10,2.086,91.6,250,13.79,1.381
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:15,2.309,84,234.6,13.62,1.387
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:20,2.231,94.5,290.5,13.74,1.339
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:25,2.653,87.7,264.7,13.39,1.415
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:35,2.273,90.2,279.9,13.32,1.283
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:40,2.789,77.7,247.9,13.05,1.349
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-4? 17:45,2.417,81.3,249.6,12.95,1.324
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 07:40,0.867,14.53,163.8,11.71,1.554
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 07:45,0.448,20.91,167.6,11.97,1.364
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 07:50,0.211,5.978,180.8,12.29,1.256
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 07:55,0,0,0,12.93,1.36
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:00,0,0,0,13.18,1.219
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:05,0.102,2.601,130.3,13.56,1.203
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:10,0.442,22.05,125.6,13.85,1.28
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:15,0.306,12.39,141.5,14.35,1.331
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:20,0.063,3.293,333.1,15.31,1.239
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:25,0.003,0,175.1,16.19,1.265
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:30,0.025,14.15,80.9,16.44,1.274
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:35,0.142,3.629,319.4,16.62,1.343
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:40,0.12,4.54,335.3,17.18,1.37
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:45,0.006,0.007,2.168,17.64,1.357
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:50,0.339,50.8,70.53,17.86,1.22
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 08:55,0.579,52.98,204.3,17.42,1.464
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:00,0.618,54.53,220.5,16.78,1.172
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:05,0.741,48.26,188.2,16.56,1.264
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:10,0.479,31.27,199.6,16.72,1.217
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:15,0.636,69.36,269.8,17.26,1.228
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:20,0.785,59.25,140.9,17.68,1.246
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:25,1.07,55.69,165.3,17.73,1.225
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:30,0.902,65.98,183.1,17.88,1.2
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:35,0.839,45.69,211.3,18.07,1.214
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:40,1.007,46.24,194.2,18.04,1.224
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:45,0.685,50.72,142.4,18.57,1.23
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:50,0.923,27.74,166.5,19.17,1.215
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 09:55,0.95,18.2,172.7,19.23,1.163
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:00,1.294,24.21,181.8,19.53,1.182
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:05,0.827,18.55,180.5,19.51,1.286
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:10,0.885,28.52,181.8,20.12,1.217
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:15,1.005,71.12,193.9,19.37,1.242
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:20,0.779,79.68,205.5,18.56,1.311
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:25,1.259,79.55,237.1,17.26,1.431
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:30,1.096,79.01,297.1,15.93,1.59
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:35,0.649,73.48,154.5,16.1,1.502
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:40,1.172,61.5,213,16.29,1.456
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:45,1.058,47.09,203.8,15.8,1.556
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:50,0.757,73.01,169.8,16.17,1.437
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 10:55,1.046,41.7,204.6,15.83,1.43
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:00,0.29,37.22,273.3,15.75,1.587
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:05,0.77,12.92,167.7,16.77,1.549
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:10,0.474,35.55,186.5,16.71,1.562
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:15,0.878,35.5,176.8,16.92,1.519
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:20,0.313,25.28,204,16.83,1.438
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:25,0.787,22.49,182.4,17.27,1.463
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:30,1.032,24.19,157.2,17.15,1.528
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:35,0.902,51.78,164.1,17.57,1.488
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:40,0.946,61.07,162.8,17.88,1.422
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:45,0.985,73.03,237.9,17.35,1.458
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:50,1.051,73.27,209.3,17.12,1.486
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 11:55,0.876,67.4,151.9,16.75,1.51
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:00,1.415,75.47,244.8,16.52,1.546
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:05,1.409,95.2,142,16.39,1.506
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:10,1.096,72.51,234.8,15.94,1.533
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:15,0.904,62.65,278.3,15.84,1.543
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:20,0.999,50.75,202.3,15.99,1.558
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:25,0.665,48.57,187,16.21,1.452
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:30,0.676,59.16,188.4,16.95,1.329
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:35,1.207,82.8,149.5,17.05,1.42
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:40,1.539,84.8,157.7,16.53,1.498
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:45,1.077,74.88,183,15.86,1.481
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:50,1.406,58.01,183.4,15.94,1.47
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 12:55,0.871,69.33,152.8,15.84,1.555
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:00,1.263,59.9,238.2,16.35,1.615
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:05,1.612,69.46,228.8,16.49,1.622
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:10,1.468,91,241.9,16.96,1.625
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:15,1.929,97.4,264.8,16.65,1.619
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:20,1.353,75.66,265.7,16.91,1.617
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:25,0.949,71.99,272.7,17.43,1.489
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:30,0.925,57.29,179.6,17.56,1.487
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:35,0.968,60.26,227.9,17.55,1.496
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:40,1,70.57,173.3,17.68,1.499
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:45,1.037,66.34,231.5,18.01,1.552
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:50,1.161,64.45,161,17.78,1.661
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 13:55,1.571,52.99,202.1,17.35,1.734
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:00,1.352,74.98,177.4,16.98,1.838
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:05,1.116,76.77,169,16.97,1.742
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:10,1.461,56.45,212.1,17.15,1.608
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:15,1.372,63.39,190.1,16.9,1.623
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:20,1.247,57.59,192.3,17,1.633
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:25,1.062,78.85,136.7,17.23,1.68
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:30,1.125,72.1,146.8,17.46,1.65
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:35,1.52,76.85,191.2,17.31,1.662
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:40,1.46,75.35,177.6,17.3,1.66
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:45,1.633,75.86,173.4,16.88,1.692
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:50,1.579,84.5,186.8,16.43,1.654
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 14:55,1.759,93.6,146.3,16.28,1.636
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:00,1.899,78.84,218,16.08,1.718
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:05,1.66,76.04,179.5,15.79,1.653
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:10,1.579,84.2,200.2,15.73,1.627
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:15,1.068,77.39,120.4,16.23,1.692
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:20,1.733,53.93,194,16.06,1.661
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:25,1.444,74.57,172.5,15.93,1.69
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:30,1.821,76.32,174.2,16,1.683
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:35,1.357,86.6,154.9,15.86,1.751
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:40,1.841,87,151.7,15.65,1.695
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:45,1.312,79.47,148.7,15.56,1.751
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:50,1.782,72.06,179.7,15.43,1.766
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 15:55,1.648,87.6,154.5,15.37,1.791
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:00,1.773,85.8,173.6,15.3,1.75
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:05,1.78,91.9,233.1,15.06,1.696
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:10,1.901,73.62,206.4,15,1.664
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:15,1.595,79.6,210,14.93,1.675
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:20,2.007,73.4,218.9,15,1.74
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:25,1.674,83.3,217.2,14.9,1.725
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:30,1.516,84.9,162.3,14.83,1.704
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:35,1.388,73.25,193,14.84,1.665
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:40,0.978,55.96,168.2,14.95,1.706
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:45,1.323,51.21,188,15.16,1.773
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:50,1.324,50.68,168.8,15.24,1.751
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 16:55,1.642,63.07,182,15.14,1.786
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:00,1.738,74.59,194.1,14.92,1.828
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:05,1.981,58.82,188,14.47,1.841
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:10,1.705,66.46,175.4,14.16,1.79
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:15,1.821,49.98,175.7,14.05,1.803
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:30,1.541,57.31,154.5,13.65,1.839
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:35,2.082,57.87,168.1,13.23,1.846
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:40,1.853,60.73,179.8,13.28,1.865
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-5? 17:45,1.726,55.58,188.9,13.34,1.801
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 07:10,1.12,34.4,203.2,11.23,1.487
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 07:15,0.739,19.77,201.7,11.26,1.513
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 07:45,0.748,45.05,191.9,12.1,1.644
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 07:50,1.243,28.14,218.2,12.44,1.626
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 07:55,1.11,64.64,193.8,12.58,1.607
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:00,0.755,51.22,114.1,12.62,1.642
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:05,1.443,70.62,178.2,12.82,1.651
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:10,1.158,60.88,200.5,13.09,1.759
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:15,1.188,48.78,191.8,13.19,1.83
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:20,1.162,53.22,199.3,13.64,1.773
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:25,1.502,70.51,193.6,13.67,1.67
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:30,1.417,70.59,201.2,13.64,1.766
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:35,1.693,64.12,204.8,13.25,1.716
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:40,1.417,80.6,177.3,13.14,1.79
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:45,1.843,60.01,185.6,13.06,1.801
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:50,1.095,62.39,139.1,12.84,1.806
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 08:55,0.946,74.08,196.9,13,1.784
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:00,1.09,33.68,186.3,12.79,1.828
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:05,1.133,6.747,216.8,13.02,1.828
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:10,1.113,5.543,139.8,12.89,1.828
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:15,0.38,20.57,133.9,13.09,1.828
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:25,0.873,18.1,171.8,13.26,1.801
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:30,0.76,13.41,162.3,13.22,1.722
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:35,0.376,25.27,176.2,13.49,1.786
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:40,0.047,9.75,210.4,13.93,1.821
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:45,0.181,11.45,228.2,14.3,1.827
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:50,0.613,57.37,190.3,14.19,1.821
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 09:55,0.303,21.74,163.9,14.24,1.829
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:00,0.832,47.58,179.1,14.23,1.824
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:05,1.636,91.4,128.9,14.12,1.866
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:10,1.75,67.03,188.8,13.87,1.899
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:15,1.57,65.16,177.9,13.72,1.89
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:20,1.707,35.22,170.4,13.59,1.883
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:25,1.168,43.82,164.4,13.7,1.953
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:30,2.687,82,164.8,14.3,1.927
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:35,2.453,73.79,170.5,14.15,1.967
SF04,"Lincoln High School","2162 24th Ave",5,2015-03-6? 10:40,3.115,59.64,188.7,13.87,1.797
